YMD,T0000,T0015,T0030,T0045,T0100,T0115,T0130,T0145,T0200,T0215,T0230,T0245,T0300,T0315,T0330,T0345,T0400,T0415,T0430,T0445,T0500,T0515,T0530,T0545,T0600,T0615,T0630,T0645,T0700,T0715,T0730,T0745,T0800,T0815,T0830,T0845,T0900,T0915,T0930,T0945,T1000,T1015,T1030,T1045,T1100,T1115,T1130,T1145,T1200,T1215,T1230,T1245,T1300,T1315,T1330,T1345,T1400,T1415,T1430,T1445,T1500,T1515,T1530,T1545,T1600,T1615,T1630,T1645,T1700,T1715,T1730,T1745,T1800,T1815,T1830,T1845,T1900,T1915,T1930,T1945,T2000,T2015,T2030,T2045,T2100,T2115,T2130,T2145,T2200,T2215,T2230,T2245,T2300,T2315,T2330,T2345
20120902,7478.9288,7360.468035,7235.326201,7105.583075,7009.421349,6894.82778,6737.687295,6627.868939,6517.119868,6447.73926,6379.63653,6300.277047,6222.189137,6172.457722,6111.264399,5995.714507,5945.746315,5896.035173,5869.43593,5824.837755,5783.662031,5761.106233,5753.138265,5728.274934,5695.451686,5705.829037,5711.406537,5760.767509,5845.090773,5915.300634,5953.920214,6084.313725,6371.987401,6723.485913,6962.657746,7192.058963,7443.467443,7797.767509,7838.864178,8126.636891,8271.506003,8440.815526,8547.920016,8617.87176,8766.329096,8839.752664,8978.363142,8897.468537,8659.66227,8410.470822,8336.358651,8360.546086,8364.436562,8404.265247,8523.58097,8639.876792,8700.398487,8790.158504,8756.308996,8746.67903,8681.919211,8693.024935,8739.692993,8670.65625,8659.707763,8732.771267,8668.51449,8734.481086,8716.44801,8681.012746,8652.163685,8555.168438,8421.709145,8298.924605,8356.531644,8456.876398,8640.250921,8755.179819,8695.059704,8696.706958,8699.265527,8788.806809,8813.013256,8757.694835,8863.895576,8819.894145,8817.519391,8747.132796,8719.942435,8700.395674,8608.619803,8468.951152,8333.770691,8161.575806,7964.445131,7748.787262
20120903,7566.207557,7533.599358,7354.26537,7248.208092,7137.505387,6980.098734,6933.93042,6819.651422,6704.073594,6536.042434,6460.194351,6431.984811,6362.365486,6318.774753,6225.08546,6157.722549,6046.793446,6032.501078,5972.486596,5934.804909,5927.245214,5944.47222,5923.946826,5969.840921,5902.416415,5972.78458,6015.797484,6076.619588,6241.827854,6420.280403,6602.789589,6830.549663,7445.009161,8117.071333,8660.340494,9127.126513,9480.636611,9872.655806,10037.216694,10230.958092,10403.19944,10667.681677,10721.11306,10824.640675,10958.911858,11060.236118,11119.942237,10995.599392,10491.622894,10133.05056,10148.988339,10158.051825,10123.055971,10352.533915,10512.259062,10734.619243,10735.727565,10776.44671,10746.401348,10856.34949,10826.486003,10802.688799,10828.594589,10781.365871,10687.236004,10658.540494,10726.362894,10746.005394,10678.014408,10592.635493,10333.618915,9954.425642,9635.355394,9427.344326,9581.091266,9772.61602,9886.318256,9905.055164,9944.690625,9828.478223,9803.994162,9724.882417,9618.148273,9690.881201,9511.829095,9419.026382,9276.34074,9199.555346,8996.423766,8788.445872,8712.530083,8461.109769,8230.394687,8086.144144,7994.852303,7731.606234
20120904,7532.321965,7384.058338,7252.046382,7117.764432,7055.070616,6960.016727,6921.6638,6786.740971,6607.207648,6637.313635,6522.836563,6487.772615,6410.053208,6277.936686,6206.702311,6237.530172,6199.31838,6185.808996,6108.917484,5994.251941,6015.819309,6033.889827,6059.652639,5998.296259,5941.427196,6081.054137,6144.240131,6201.138585,6322.391398,6389.310049,6582.907014,6964.045913,7428.395971,8147.195362,8584.483487,9113.455527,9413.907401,9782.6012,9917.732385,10316.50181,10448.327138,10499.646152,10670.782961,10770.46375,10832.378947,10937.718619,10953.445132,10698.045296,10209.067714,9776.882565,9833.521447,9920.272039,9793.614095,9824.417221,10116.19681,10324.659704,10356.574062,10412.93824,10471.90745,10510.883602,10488.877697,10610.281151,10651.447369,10550.419638,10624.405806,10559.342862,10525.313322,10465.514277,10321.648339,10193.564786,9933.265674,9687.426546,9402.56102,9198.834539,9185.300905,9287.498553,9446.688454,9570.106792,9529.168815,9450.803388,9388.287664,9333.762994,9280.061563,9249.984967,9215.103767,9126.463421,8963.245789,8799.704177,8642.785822,8464.119194,8328.022665,8161.392961,7984.154852,7736.957821,7570.223939,7323.019342
20120905,7085.205412,6975.134177,6846.419736,6785.005641,6641.754877,6495.125312,6392.616488,6390.216611,6261.991826,6144.269425,6157.075074,5981.532525,5921.582451,5958.586884,5891.159662,5780.160428,5804.178889,5733.419038,5676.437261,5718.320115,5632.704326,5718.864285,5612.239654,5611.175855,5658.984342,5755.711966,5892.770444,5961.20375,6051.780313,6195.242731,6338.493495,6637.937927,7188.948561,7937.897007,8391.474342,8801.642237,9125.216777,9524.201348,9679.799145,9850.519145,10025.953733,10156.028405,10262.943454,10331.49898,10434.799227,10504.315247,10511.208552,10435.440494,9900.598208,9549.701678,9579.030016,9553.664128,9569.185098,9711.22569,9853.713355,10038.504951,10138.552303,10156.431925,10155.329326,10231.512253,10283.082303,10215.894671,10249.670362,10340.598356,10255.548174,10246.320855,10349.697829,10272.222862,10170.265871,10134.286825,9948.997813,9660.266546,9415.406924,9210.471629,9303.853141,9465.755065,9552.563372,9701.006546,9634.159869,9553.185724,9542.56597,9432.989144,9461.723454,9380.715165,9331.437516,9256.850724,9208.31755,9014.074177,8880.638552,8679.666677,8659.019063,8465.264473,8247.432155,7982.426118,7856.033372,7596.454679
20120906,7337.492615,7298.011481,7124.048092,6939.233701,6997.128733,6806.90116,6678.393717,6643.270502,6545.002615,6385.405896,6379.507229,6364.992731,6171.855255,6192.384917,6097.941061,6082.224539,5973.203232,5978.13704,5982.593996,5985.41398,5935.961537,5819.065576,5818.644499,5861.600173,5980.614614,5963.136184,6130.734918,6213.364465,6130.85287,6316.772188,6469.598404,6914.387927,7463.009063,8168.014375,8654.132106,9050.987236,9323.767435,9707.083208,9874.818421,10041.95301,10266.138537,10406.670197,10529.210394,10655.319803,10729.913191,10879.920296,10912.816973,10736.004112,10251.861398,9823.274852,9825.248996,9919.885494,9886.203602,9967.098207,10182.679737,10289.955723,10468.986974,10565.799473,10567.212763,10639.799803,10574.678174,10503.908914,10620.134605,10536.651167,10561.453388,10592.220527,10496.617812,10559.623289,10618.342336,10388.179572,10276.318881,9984.408536,9792.926365,9593.171743,9630.128355,9815.481678,10008.48801,10050.110904,9994.754556,9926.694506,10004.562517,9859.523849,9971.130691,9796.957006,9671.789079,9627.96477,9478.717369,9395.445197,9256.761678,9109.308486,9014.307171,8768.067336,8535.794046,8186.791053,8053.528767,7781.434358
20120907,7723.200214,7453.826752,7388.338948,7316.866826,7045.276332,6950.186941,6857.899589,6843.000971,6770.620444,6617.809457,6557.372443,6504.822887,6422.192467,6345.797401,6360.291529,6255.751719,6179.043149,6113.060354,6183.726891,6058.140797,6037.358256,6094.150592,6025.290971,6115.841053,6053.579663,6098.120608,6229.607212,6261.876299,6454.485707,6490.491719,6632.510486,7019.666004,7531.698158,8267.2575,8731.68574,9266.503388,9646.6363,10047.737993,10137.399458,10381.961678,10421.064803,10674.811662,10833.583881,10886.090757,10997.243833,11066.482336,11008.68023,10895.531185,10393.791119,9934.360707,9814.967287,9724.813256,9446.057566,9482.767895,9533.95819,9677.447089,9735.859325,9763.507138,9960.417138,9938.130806,9844.746481,9827.977994,9906.55847,9794.060198,9818.131233,9764.944096,9726.110049,9804.818371,9695.957599,9655.211973,9400.063076,9199.286365,8993.713586,8782.109638,8841.525921,9025.105017,9206.119918,9269.724079,9223.263504,9076.716777,9145.445642,9030.062105,9018.331119,8915.955379,8859.330756,8819.399736,8688.644803,8548.419178,8397.872171,8252.072829,8182.393849,8017.508108,7823.743042,7583.103405,7403.9187,7260.428734
20120908,6987.441052,6889.017771,6823.462746,6653.262278,6590.304137,6371.224787,6345.747155,6176.269531,6141.723175,6019.461562,5937.443988,5872.437401,5907.761891,5797.51625,5700.523816,5664.040855,5693.422155,5606.34574,5615.702845,5610.801241,5606.039802,5587.448685,5624.445649,5537.381941,5521.595773,5567.810065,5722.632056,5825.594161,5882.361859,6028.390412,6190.071661,6364.539547,6872.589754,7449.016037,7820.059564,8257.854902,8435.51079,8773.84,9006.789671,9187.70505,9398.945345,9478.54694,9670.96681,9741.675542,9799.819573,9920.325098,9968.953914,9876.053619,9358.83148,9012.060263,8960.64648,8956.826135,8951.911727,9112.93454,9353.41306,9585.401267,9719.417631,9643.896826,9637.823947,9679.33306,9726.613964,9737.078421,9717.417006,9764.426892,9677.608109,9670.417402,9676.447698,9700.79431,9694.336826,9708.047582,9477.889474,9265.309803,9100.070691,8961.530247,9075.868027,9263.683404,9427.758322,9533.824621,9493.5412,9469.229605,9478.600872,9336.350954,9415.203224,9304.571135,9240.882681,9328.9225,9192.912204,9056.456678,9076.426941,8932.788371,8873.42699,8718.087698,8649.727336,8381.902188,8433.564194,7997.428914
20120909,7839.118027,7667.377878,7629.623635,7543.176653,7420.69,7338.282583,7112.144252,6920.179991,6847.281193,6772.52824,6711.243446,6616.65991,6514.416866,6366.594104,6317.208882,6405.331151,6197.660165,6325.204786,6197.508166,6252.154474,6089.10116,6045.463964,6093.741834,6088.021259,6171.082747,6034.902895,6084.745181,6137.245946,6157.008338,6282.003799,6357.918618,6423.499736,6716.646637,7204.515024,7522.357155,7755.544573,7914.976004,8166.046924,8261.756727,8635.5762,8713.143996,8912.293338,9051.13681,9190.123454,9195.646052,9326.603618,9317.942779,9320.995757,8984.845361,8649.003619,8568.921777,8713.611924,8617.479589,8755.768027,8902.271201,8941.018142,9038.970197,8954.82648,8912.381414,8941.612073,9067.957483,9087.639753,9107.88569,9108.713585,9022.479227,9038.616826,9138.384721,9124.440098,9058.355065,9142.477927,9028.916826,8896.237122,8737.031119,8705.786546,8675.70995,8819.233963,8967.847566,9022.043503,9115.581185,9046.61176,9028.917796,8994.55574,9048.206052,8963.907911,9077.508685,9022.710378,8975.767713,8934.586266,8921.963947,8795.793816,8800.751777,8587.488256,8317.123454,8177.416973,8127.920395,7933.913799
20120910,7666.291866,7498.721941,7272.843667,7226.95384,7096.638996,6882.547483,6869.209498,6680.23662,6658.001019,6530.422254,6411.853043,6436.30005,6277.203948,6207.991053,6204.723996,6194.736003,6078.866496,6058.654606,5972.932311,5937.388989,5908.551859,5921.813602,5993.496505,5970.529136,5938.345797,6043.784021,6071.787533,6133.833874,6191.224021,6389.891661,6588.77241,6913.066884,7545.809621,8355.612763,8736.727994,9404.876119,9787.385822,10025.417517,10258.661777,10441.950164,10631.723486,10896.732336,10842.990165,11093.964473,11129.839244,11146.453404,11232.003815,11160.130016,10614.766431,10239.970362,10163.157517,10218.150115,10279.502615,10428.089737,10607.127681,10740.266777,10822.030987,10992.032023,10983.780427,10984.982451,10917.899967,10874.343766,10956.466003,10979.577417,11081.955,10928.620213,10937.285708,11035.867681,10922.922336,10918.843486,10689.714063,10310.143848,10100.119836,9890.455888,10082.457106,10255.387154,10439.156661,10499.035246,10435.066365,10424.717435,10322.219572,10261.09153,10319.933767,10375.855625,10370.21944,10254.574391,10194.470378,10111.894375,10014.093931,9969.48625,9790.069424,9511.720164,9342.060083,9116.827829,8899.661513,8783.953996
20120911,8442.728075,8393.76102,8203.140888,8075.336792,7908.23528,7770.089917,7565.936151,7592.857434,7354.698766,7261.906529,7144.479687,7016.397007,6937.413981,6809.644029,6709.461168,6598.620238,6466.808684,6416.695962,6371.331875,6304.628273,6284.995764,6350.802698,6272.23037,6373.745526,6322.875913,6328.789227,6371.010708,6422.191497,6601.95083,6674.43699,6846.91366,7115.811628,7607.965863,8293.015559,8941.3687,9324.665461,9848.109277,10118.552746,10377.836365,10557.067533,10634.677039,10816.088767,10920.525757,11089.427977,11135.500164,11195.974523,11207.024375,11007.369178,10529.855444,10271.604293,10267.945065,10332.14306,10265.035938,10304.919622,10515.747861,10690.987188,10876.289392,10837.969736,10878.715362,11063.341185,10936.766661,10997.643667,10975.350642,10926.667894,11031.03,10870.690164,10951.109178,10999.694441,10782.18329,10774.570148,10526.460444,10306.741185,9911.743799,9737.548289,9946.04523,10129.924638,10253.5362,10388.944902,10418.317763,10306.932566,10216.843816,10244.701052,10159.577829,10190.977796,10171.106958,10063.776167,10056.05681,9973.146448,9804.248108,9759.538092,9678.698486,9470.62204,9251.180395,8995.576859,8805.101645,8571.728569
20120912,8302.051497,8200.886414,8088.638208,7877.667961,7741.747196,7613.904203,7511.447953,7405.468372,7274.994351,7175.342953,7102.441439,7036.658076,6958.135024,6882.383068,6806.426151,6762.066596,6695.136111,6638.81083,6610.542023,6564.681102,6509.364621,6518.071826,6490.559425,6492.853766,6452.996078,6468.583396,6538.364129,6606.745346,6664.761628,6820.314514,6966.823314,7257.106193,7849.112713,8602.510937,9138.827138,9616.441267,9921.43051,10240.670411,10419.822039,10636.166086,10802.261611,10934.31227,11053.814621,11119.362565,11229.79852,11377.828668,11314.900888,11216.509326,10688.341513,10279.363323,10374.087994,10352.407039,10335.54097,10461.779292,10696.980527,10885.439984,10945.699391,11008.753174,11016.852286,11022.919539,10984.272023,10945.497631,10991.277072,10996.342994,10993.415049,11007.653388,10947.271858,10946.936529,10864.940198,10768.147681,10581.588454,10235.633783,10019.786085,9780.468849,9891.92699,10149.903437,10270.093421,10345.108371,10285.878619,10214.869769,10208.851792,10126.276662,10178.507961,10139.832121,10122.978371,10065.202746,10030.639803,9932.439622,9835.151629,9690.256036,9566.566777,9437.195937,9208.228504,8998.521973,8832.531596,8608.336563
20120913,8390.774293,8256.769375,8122.492566,7976.842895,7856.919079,7763.510213,7610.841234,7520.78333,7377.109646,7334.654589,7243.323075,7167.284096,7062.575797,6984.616703,6938.25662,6906.905444,6774.134366,6716.476596,6697.646859,6689.23046,6642.648635,6611.349063,6621.911102,6604.915247,6538.083799,6573.047837,6624.355502,6708.0213,6769.145559,6897.008437,7057.024293,7343.243939,7902.198388,8520.001185,9023.599868,9408.276842,9742.859621,10063.993059,10226.61579,10476.363339,10669.022993,10788.122697,10919.767023,10998.790789,11110.77079,11183.392944,11106.623652,10987.700197,10406.244852,10049.035756,10059.676365,10096.945608,10043.507435,10104.023504,10198.959441,10524.472138,10523.694392,10561.729062,10550.116513,10594.702369,10574.556924,10523.312697,10504.022598,10490.506036,10455.225099,10449.952664,10477.961414,10482.100986,10296.558125,10240.490379,10001.683848,9744.721924,9472.514704,9265.156349,9386.052105,9565.578832,9671.49352,9625.607961,9550.991875,9461.516941,9424.156809,9356.941629,9313.681957,9204.734079,9104.28699,9029.914277,8856.742796,8727.387088,8611.472961,8340.85722,8245.085822,8045.522484,7804.318404,7579.319144,7359.250394,7149.106587
20120914,6871.672813,6730.441201,6602.51634,6505.648939,6360.433149,6264.821316,6165.14625,6057.312805,5975.037114,5886.162319,5818.557878,5784.86551,5701.702269,5606.033109,5541.624721,5503.0388,5470.40315,5429.693026,5375.502327,5380.787566,5369.285888,5380.529934,5331.058964,5324.121233,5345.405361,5422.28727,5503.521472,5608.280017,5651.99685,5803.09569,5941.026004,6195.878372,6680.754309,7216.866422,7599.163889,7996.090411,8180.135592,8457.269539,8565.789162,8779.476185,8849.520855,8990.896415,9074.792006,9187.770428,9278.548848,9266.874704,9266.331892,9058.929111,8541.270181,8235.575263,8174.910493,8112.30097,8148.441036,8218.282006,8305.036381,8563.382204,8541.631118,8659.537237,8681.999721,8646.038717,8560.44194,8596.919178,8606.180641,8576.225198,8588.371053,8612.790609,8616.917862,8609.629573,8605.106463,8595.191414,8510.952928,8298.017073,8170.449754,8045.559441,8102.783815,8256.309983,8288.614572,8287.8312,8235.547812,8164.012155,8110.971973,8052.631711,8015.936611,7965.473816,7828.516315,7811.468371,7698.380436,7486.242212,7339.480436,7223.050172,7071.156611,6866.720575,6566.458142,6433.005542,6199.686398,6067.512064
20120915,5821.836866,5766.143734,5589.963701,5490.708257,5355.650501,5319.643519,5171.173767,5183.186053,5115.398767,5071.91454,4984.236628,4839.350444,4846.005905,4833.323931,4722.709787,4741.775913,4661.978766,4649.341703,4648.387805,4634.227163,4607.245255,4682.199095,4660.965601,4649.566258,4658.683191,4712.225542,4782.203767,4930.716587,4930.03264,5260.31958,5355.913371,5556.274243,5975.458191,6346.997097,6696.043158,7019.476078,7133.998158,7405.046422,7480.797311,7735.53454,7876.970822,7845.224177,7931.419638,8071.251152,8152.219671,8253.983438,8281.268471,8138.45023,7722.668363,7367.951003,7267.461719,7267.147245,7356.707927,7321.137639,7433.532121,7889.869688,7818.372443,7974.958767,7985.853322,7971.61023,8110.872451,8021.016792,8072.467435,8242.753651,8138.999638,8060.435361,8277.139375,8152.59574,8175.410625,8229.160362,7989.063537,7884.59153,7752.283142,7833.704457,7958.886546,8111.242894,8269.089539,8251.545246,8067.365526,8079.0387,7971.796858,7928.336299,7999.74023,7895.979621,7712.716842,7715.377746,7630.639128,7395.85412,7357.473257,7197.058149,7188.551637,6872.827113,6633.932894,6569.905231,6243.606349,6084.813857
20120916,5974.645913,5796.619679,5568.803733,5519.351193,5378.835247,5250.908931,5144.828955,5114.904358,5026.539104,4851.717944,4800.208907,4728.918175,4755.519358,4761.61736,4707.327236,4627.145387,4589.96616,4518.976225,4511.8637,4545.373611,4574.7488,4592.193183,4514.970707,4486.787163,4520.093956,4515.734679,4664.648109,4795.509548,4831.930041,4910.461629,5097.372287,5125.581439,5535.706751,5775.89398,5981.191085,6194.050601,6456.188833,6593.76597,6689.049943,6977.202993,7127.290608,7177.812476,7300.479646,7367.637887,7427.973536,7612.982509,7670.934868,7603.674292,7135.999753,6861.112229,6798.11296,6827.881193,6711.357615,6890.03792,7006.381563,7076.66301,7127.987262,7152.184203,7131.395066,7173.98699,7251.052714,7207.104342,7227.745748,7204.704465,7249.794236,7294.792245,7336.360625,7395.569425,7385.896488,7478.273759,7430.293873,7315.188338,7268.70458,7228.97241,7320.875642,7603.833372,7666.135502,7631.242953,7482.863799,7480.173116,7401.091538,7378.225049,7480.00162,7428.611505,7342.76699,7271.384787,7181.028996,7030.772698,6886.846135,6759.868964,6806.821135,6566.595009,6281.086373,6104.355477,5896.162631,5712.245781
20120917,5548.593783,5492.221554,5334.830033,5241.286143,5157.200723,4964.83333,4927.961496,4881.502861,4858.147492,4713.873766,4681.791792,4570.052739,4554.198865,4549.738611,4493.322829,4441.931259,4511.666596,4393.080313,4419.559276,4429.138511,4371.69676,4427.791957,4416.367879,4471.311686,4480.572179,4754.884202,4785.284293,4843.477697,5042.189375,5244.716645,5475.005897,5776.777262,6187.246439,6858.91741,7282.781899,7516.451892,7811.956184,8116.154392,8309.594605,8434.592879,8566.17755,8689.057829,8684.522303,8816.88375,8854.642746,8950.779737,8904.439539,8793.228651,8276.456398,7855.65255,7934.835493,7883.051267,7732.412401,7965.46625,8173.664819,8347.932303,8441.536333,8645.995164,8675.834013,8713.369424,8676.432697,8765.726629,8794.377713,8744.568504,8861.043388,8802.275938,8821.220329,8866.723223,8848.28653,8849.889358,8597.896744,8391.688421,8299.868027,8220.763848,8280.377138,8647.308059,8694.147516,8665.486053,8629.764736,8497.115296,8469.364178,8430.031842,8325.023619,8266.0838,8322.254754,8056.961694,7989.289935,7855.789029,7786.195797,7430.801571,7309.722582,7122.693972,6928.524901,6597.547903,6468.005082,6311.420213
20120918,6050.1188,6080.084137,5890.316538,5783.338536,5598.486703,5479.162056,5454.576727,5432.866381,5335.730872,5191.988997,5129.151233,5065.967664,5079.490822,4956.070156,5052.19444,4924.045024,4967.654769,4919.68759,4884.863717,4909.306456,4827.978067,4873.450115,4975.728758,4904.576348,5014.435444,5042.740238,5255.753693,5275.512302,5388.62051,5657.711702,5662.394474,5879.512484,6398.850387,6966.164005,7369.92699,7735.107837,7911.06574,8286.90194,8481.083815,8647.53921,8777.285246,8822.493454,8985.730971,9129.484292,9170.631595,9262.190477,9192.700938,9049.96796,8598.626184,8163.609605,8218.376678,8083.917994,8159.085428,8160.016628,8371.142269,8496.133947,8729.055197,8821.383289,8841.933224,8864.244194,8940.117303,8872.098963,8954.467483,9050.043717,8867.552961,9051.649358,9094.651398,9094.651398,8990.87556,8869.079935,8854.244852,8564.484803,8444.795921,8346.822138,8546.365494,8668.682106,8792.342944,8708.593338,8707.982335,8544.917187,8526.474868,8434.799392,8446.285065,8413.579769,8284.466464,8218.588914,8026.137713,7871.079721,7778.62097,7612.915288,7530.156925,7289.969696,7073.667747,6728.108545,6651.959762,6319.117163
20120919,6138.152023,6020.216513,5872.327985,5862.289358,5762.603816,5737.560938,5505.878281,5434.227097,5495.195962,5418.437146,5410.711193,5218.718026,5103.665938,5137.407582,5189.791365,5119.93051,5089.270362,5075.265017,5021.287912,4998.836389,4978.564359,5068.778142,5047.683552,5090.121052,5173.776859,5137.862221,5348.982236,5508.735707,5546.131341,5731.508914,5970.928873,6170.137385,6671.986382,7321.656201,7782.749096,8198.692565,8413.257632,8780.020937,8799.886925,9029.247402,9103.150247,9344.840394,9343.729162,9505.335527,9711.863174,9605.630132,9717.144145,9640.688454,8989.481185,8705.096973,8722.14773,8675.243865,8558.959392,8642.315954,8650.89056,9031.215823,9079.185427,9230.071546,9285.323619,9260.199358,9371.543815,9277.355263,9322.632632,9332.387631,9310.741596,9361.57852,9357.079951,9481.347912,9473.345412,9408.693651,9298.842994,9190.528914,9014.938059,8881.029753,8962.800559,8979.232747,8928.143914,8865.941694,8784.853865,8725.234852,8737.046348,8605.05903,8557.764934,8523.45681,8402.589572,8293.047763,8135.601825,7972.8237,7819.09616,7780.508396,7527.945616,7307.559967,7077.837583,6822.617779,6593.066406,6426.64176
20120920,6269.104351,6129.322113,6007.625428,5907.696998,5733.618955,5642.315765,5655.69255,5482.9113,5456.706168,5370.745156,5407.77801,5398.62218,5227.872401,5178.607944,5134.408536,5124.807088,5077.137311,5075.615575,5054.703248,5067.912805,4962.538989,5137.896365,5051.782772,5154.113116,5199.637253,5300.649367,5369.233314,5595.711727,5606.371736,5809.080008,5926.661662,6262.482064,6863.460502,7331.072088,7775.884309,8163.725132,8393.344211,8831.535115,8988.126677,9159.008667,9303.189079,9399.297746,9539.679638,9632.41222,9697.759277,9704.086102,9765.14023,9637.627813,8961.487664,8727.222188,8599.36319,8547.407565,8551.060197,8682.032895,8735.170756,8983.96431,9095.620428,9131.642154,9163.520428,9182.765131,9145.728882,9190.555395,9337.950872,9310.467862,9342.117895,9299.393372,9435.772171,9455.962236,9388.527254,9367.537812,9314.120494,9039.453257,8874.432977,8813.676348,8895.715165,9133.096184,9220.367763,9141.656628,9080.503075,8915.878652,8857.818914,8969.29306,8719.286036,8772.795213,8722.405362,8492.485971,8447.129935,8287.451348,8160.135065,8013.761677,7827.349211,7590.474144,7374.468142,7138.101743,6900.141052,6592.81537
20120921,6395.239465,6379.510139,6271.599967,6118.328618,6094.079588,5925.064654,5741.180008,5763.628815,5693.638174,5581.936563,5438.819465,5452.732369,5413.838667,5351.495312,5263.488182,5352.83139,5258.218075,5153.947731,5164.99671,5190.235625,5172.198766,5122.859037,5265.750707,5273.666004,5255.434951,5368.69574,5402.745165,5522.131407,5669.43745,5872.719186,6074.565904,6414.583108,6939.59134,7577.018207,8064.263175,8574.160165,8792.135461,9242.14727,9350.324095,9451.860494,9639.638914,9730.368931,9875.301481,9978.591349,10057.972269,10147.324983,9983.056744,9734.981184,9373.572861,9145.693865,9070.510329,9169.382138,9138.062681,9268.873486,9369.486348,9651.32625,9710.863783,9813.715987,9843.133371,9898.817385,9796.578027,9833.575379,9808.633963,9770.316053,9915.519621,9887.11676,9905.039935,9847.058767,9778.239013,9869.276908,9682.942236,9287.310082,9166.801744,9066.232435,9178.825379,9376.787829,9350.241645,9418.956348,9376.499836,9211.077879,9265.222697,9137.410938,9125.688585,9107.129769,8955.137171,8887.546019,8705.097846,8591.07648,8446.669573,8419.150576,8271.150789,8080.239754,7890.901283,7597.435543,7486.558141,7269.783996
20120922,7002.268569,6994.560658,6693.120839,6574.837681,6573.09333,6476.022714,6415.655346,6253.896497,6092.87931,6061.448109,6020.795312,5922.388133,5829.943544,5748.254606,5656.171924,5767.137402,5717.574088,5659.523759,5702.970641,5544.146818,5600.94866,5708.145979,5523.333043,5660.963142,5584.593684,5622.882106,5744.472673,5839.83347,5915.655945,6018.762968,6161.947772,6447.919292,6907.771266,7255.735971,7774.259753,8041.870822,8252.819244,8573.019736,8821.728027,9077.349605,9149.641086,9297.165379,9626.220904,9659.444277,9718.036448,9860.429441,9782.835164,9710.125904,9247.116677,8810.470789,8813.873355,8816.254802,8867.480987,8999.299622,9141.759836,9403.076381,9478.441792,9648.400148,9535.704869,9679.979177,9534.355987,9438.072138,9634.811612,9625.290674,9591.127565,9617.912369,9528.590986,9558.061332,9618.87102,9507.304918,9435.429276,9143.889277,8983.445263,8985.184473,9060.696645,9464.959277,9366.000362,9351.620888,9487.148027,9411.33273,9302.090263,9304.473553,9125.766185,9111.76569,9102.813075,9159.531497,8929.439737,8978.667237,8832.434984,8744.847088,8616.790016,8576.049046,8233.373848,8122.528553,7930.066003,7807.67926
20120923,7644.311957,7509.780814,7332.591496,7194.826858,7156.00028,6989.014877,6847.148109,6711.027912,6613.209523,6582.8913,6491.865724,6418.744408,6298.965995,6142.650592,6147.154787,6117.925971,6121.307779,5954.561481,6012.040674,5946.696818,5975.147985,6013.607418,5939.125871,5907.901086,5953.099885,5851.479096,5937.19722,5960.450157,6016.73528,6223.771595,6185.366094,6349.618134,6710.26491,7096.306965,7424.631595,7640.635172,7912.288619,8121.304704,8283.065493,8487.588635,8581.25523,8864.544506,8885.371085,9033.739375,9111.674704,9168.917993,9093.57819,9070.596562,8683.571315,8423.70977,8359.809177,8336.73569,8386.04273,8441.25028,8655.790806,8838.621644,8809.825642,8807.125938,8962.30421,8852.527467,8949.049063,9004.575937,8922.952862,8846.175131,8884.711776,8888.883552,8918.913685,8940.538865,8892.075822,8904.246315,8963.495855,8849.09648,8686.204671,8641.769359,8779.934704,8926.20954,8911.477665,9050.390395,9002.490049,8963.630394,8971.609129,8880.759802,8924.801973,8908.812105,8966.95051,8964.878881,8887.916365,8811.973125,8805.995888,8737.291661,8660.643619,8473.230016,8361.020707,8115.676958,8037.555098,7763.432031
20120924,7504.832262,7477.753257,7332.894621,7126.824038,6990.656505,6872.873964,6695.97875,6600.277483,6653.282648,6489.511825,6442.481957,6400.762936,6249.201891,6134.741406,6231.332648,6161.594983,6092.23523,6005.129424,5898.09264,5891.171884,5950.53375,5906.037813,5951.218182,5952.518273,5917.77491,5913.947484,5988.187598,6135.892311,6108.410756,6442.535986,6497.620346,6769.794877,7285.427089,8062.134704,8592.687747,9100.671315,9365.597812,9841.857336,9971.847812,10274.717023,10414.026677,10581.720083,10773.499753,10848.567665,10887.361069,10893.037994,11015.943881,10885.525247,10318.8075,10047.201777,9962.658323,10026.722846,9977.394951,10089.798454,10209.891826,10505.238881,10559.054869,10582.662632,10609.115987,10636.095082,10547.906562,10627.907894,10563.674688,10576.70431,10497.139769,10437.958323,10397.671119,10336.14431,10267.474227,10265.933964,10044.772994,9829.28148,9559.698207,9439.983717,9549.216678,9629.763635,9612.28375,9561.135165,9507.316267,9512.062089,9515.761184,9385.800099,9313.900789,9294.409803,9131.692303,9049.810723,8913.542698,8781.707961,8606.660888,8512.90903,8347.356414,8133.347254,7954.47227,7666.005231,7459.339844,7310.51546
